query,dish_name
dudhi halwa,dudhi halwa
green dessert,dudhi halwa
vegetarian dessert,dudhi halwa
gujarat meetha,dudhi halwa
green sweet,dudhi halwa
vegetarian dish,dudhi halwa
rajasthan spicy,gatta curry
besan spicy,gatta curry
besan teekha,gatta curry
gatta curry main course,gatta curry
gatta curry,gatta curry
yogurt teekha,gatta curry
yogurt main course,gatta curry
spicy main course,gatta curry
shakahari main course,gatta curry
rajasthan teekha,gatta curry
besan main course,gatta curry
vegetarian main course,gatta curry
teekha main course,gatta curry
shakahari dish,gatta curry
yogurt spicy,gatta curry
vegetarian dish,gatta curry
rajasthan dish,gatta curry
wheat flour sweet,gud papdi
gud papdi,gud papdi
jaggery meetha,gud papdi
jaggery sweet,gud papdi
wheat flour meetha,gud papdi
shakahari meetha,gud papdi
gujarat dish,gud papdi
gujarat sweet,gud papdi
sweet dessert,gud papdi
shakahari dish,gud papdi
wheat flour dessert,gud papdi
gud papdi dessert,gud papdi
vegetarian dessert,gud papdi
gud papdi meetha,gud papdi
gujarat meetha,gud papdi
meetha meetha,gud papdi
vegetarian dish,gud papdi
jaggery dessert,gud papdi
dry fruits spicy,ghooghra
semolina teekha,ghooghra
semolina snack,ghooghra
ghooghra snack,ghooghra
semolina spicy,ghooghra
gujarat dish,ghooghra
teekha snack,ghooghra
shakahari dish,ghooghra
ghooghra,ghooghra
gujarat teekha,ghooghra
dry fruits snack,ghooghra
vegetarian snack,ghooghra
shakahari snack,ghooghra
gujarat spicy,ghooghra
vegetarian dish,ghooghra
spicy snack,ghooghra
dry fruits teekha,ghooghra
chana dal spicy,handwo
bottle gourd teekha,handwo
gujarat dish,handwo
bottle gourd spicy,handwo
teekha snack,handwo
chana dal teekha,handwo
shakahari snack,handwo
shakahari dish,handwo
gujarat teekha,handwo
chana dal snack,handwo
vegetarian snack,handwo
bottle gourd snack,handwo
handwo,handwo
gujarat spicy,handwo
vegetarian dish,handwo
spicy snack,handwo
handwo snack,handwo
shakahari meetha,halvasan
whole wheat rava meetha,halvasan
chia seed sweet,halvasan
chia seed dessert,halvasan
halvasan dessert,halvasan
gujarat dish,halvasan
halvasan,halvasan
gujarat sweet,halvasan
sweet dessert,halvasan
shakahari dish,halvasan
chia seed meetha,halvasan
whole wheat rava sweet,halvasan
vegetarian dessert,halvasan
whole wheat rava dessert,halvasan
gujarat meetha,halvasan
meetha meetha,halvasan
vegetarian dish,halvasan
halvasan meetha,halvasan
green chilies main course,jeera aloo
lemon juice teekha,jeera aloo
gujarat dish,jeera aloo
spicy main course,jeera aloo
green chilies spicy,jeera aloo
shakahari main course,jeera aloo
jeera aloo,jeera aloo
shakahari dish,jeera aloo
jeera aloo main course,jeera aloo
vegetarian main course,jeera aloo
gujarat teekha,jeera aloo
teekha main course,jeera aloo
green chilies teekha,jeera aloo
vegetarian dish,jeera aloo
lemon juice spicy,jeera aloo
gujarat spicy,jeera aloo
lemon juice main course,jeera aloo
wheat flour main course,kansar
gujarat unknown,kansar
unknown main course,kansar
gujarat dish,kansar
kansar main course,kansar
kansar,kansar
wheat flour unknown,kansar
shakahari main course,kansar
shakahari dish,kansar
cashews main course,kansar
vegetarian main course,kansar
cashews unknown,kansar
vegetarian dish,kansar
keri no,keri no ras
mango main course,keri no ras
sugar sour,keri no ras
mango sour,keri no ras
gujarat dish,keri no ras
sour main course,keri no ras
sugar main course,keri no ras
shakahari main course,keri no ras
shakahari dish,keri no ras
keri no ras,keri no ras
keri no ras main course,keri no ras
vegetarian main course,keri no ras
gujarat sour,keri no ras
vegetarian dish,keri no ras
khakhra,khakhra
low fat snack,khakhra
gujarat dish,khakhra
teekha snack,khakhra
khakhra snack,khakhra
low fat spicy,khakhra
shakahari dish,khakhra
whole wheat flour snack,khakhra
whole wheat flour teekha,khakhra
gujarat teekha,khakhra
vegetarian snack,khakhra
low fat teekha,khakhra
whole wheat flour spicy,khakhra
shakahari snack,khakhra
gujarat spicy,khakhra
vegetarian dish,khakhra
spicy snack,khakhra
khandvi,khandvi
khandvi snack,khandvi
green chili paste snack,khandvi
green chili paste teekha,khandvi
gujarat dish,khandvi
white sesame seeds snack,khandvi
teekha snack,khandvi
shakahari snack,khandvi
shakahari dish,khandvi
white sesame seeds teekha,khandvi
gujarat teekha,khandvi
vegetarian snack,khandvi
white sesame seeds spicy,khandvi
gujarat spicy,khandvi
vegetarian dish,khandvi
spicy snack,khandvi
green chili paste spicy,khandvi
maharashtra teekha,kombdi vade
kombdi vade,kombdi vade
maharashtra spicy,kombdi vade
urad dal spicy,kombdi vade
rice flour spicy,kombdi vade
rice flour teekha,kombdi vade
shakahari dish,kombdi vade
urad dal teekha,kombdi vade
maharashtra dish,kombdi vade
rice flour snack,kombdi vade
urad dal snack,kombdi vade
vegetarian snack,kombdi vade
kombdi vade snack,kombdi vade
shakahari snack,kombdi vade
teekha snack,kombdi vade
vegetarian dish,kombdi vade
spicy snack,kombdi vade
jaggery main course,laapsi
jaggery spicy,laapsi
laapsi main course,laapsi
cinnamon teekha,laapsi
cinnamon spicy,laapsi
madhya pradesh teekha,laapsi
cinnamon main course,laapsi
spicy main course,laapsi
shakahari main course,laapsi
madhya pradesh spicy,laapsi
shakahari dish,laapsi
vegetarian main course,laapsi
teekha main course,laapsi
laapsi,laapsi
jaggery teekha,laapsi
vegetarian dish,laapsi
madhya pradesh dish,laapsi
cucumber main course,koshimbir
carrot spicy,koshimbir
maharashtra teekha,koshimbir
cucumber teekha,koshimbir
maharashtra spicy,koshimbir
carrot main course,koshimbir
spicy main course,koshimbir
shakahari main course,koshimbir
shakahari dish,koshimbir
carrot teekha,koshimbir
vegetarian main course,koshimbir
teekha main course,koshimbir
maharashtra dish,koshimbir
cucumber spicy,koshimbir
koshimbir main course,koshimbir
vegetarian dish,koshimbir
koshimbir,koshimbir
methi na,methi na gota
gram flour main course,methi na gota
gujarat dish,methi na gota
rava main course,methi na gota
methi na gota,methi na gota
shakahari main course,methi na gota
shakahari dish,methi na gota
vegetarian main course,methi na gota
rava bitter,methi na gota
gram flour bitter,methi na gota
methi na gota main course,methi na gota
vegetarian dish,methi na gota
bitter main course,methi na gota
gujarat bitter,methi na gota
rose water sweet,mohanthal
pistachio sweet,mohanthal
shakahari meetha,mohanthal
meetha meetha,mohanthal
gujarat dish,mohanthal
rose water dessert,mohanthal
gujarat sweet,mohanthal
sweet dessert,mohanthal
mohanthal meetha,mohanthal
shakahari dish,mohanthal
mohanthal dessert,mohanthal
mohanthal,mohanthal
vegetarian dessert,mohanthal
rose water meetha,mohanthal
gujarat meetha,mohanthal
pistachio meetha,mohanthal
vegetarian dish,mohanthal
pistachio dessert,mohanthal
whole wheat flour bitter,muthiya
bitter snack,muthiya
gujarat dish,muthiya
shakahari dish,muthiya
whole wheat flour snack,muthiya
muthiya snack,muthiya
muthiya,muthiya
vegetarian snack,muthiya
bottle gourd snack,muthiya
shakahari snack,muthiya
vegetarian dish,muthiya
bottle gourd bitter,muthiya
gujarat bitter,muthiya
sesame seeds snack,patra
spicy snack,patra
patra snack,patra
gujarat dish,patra
teekha snack,patra
patra,patra
shakahari dish,patra
gujarat teekha,patra
arbi ke patte spicy,patra
sesame seeds teekha,patra
vegetarian snack,patra
arbi ke patte teekha,patra
shakahari snack,patra
gujarat spicy,patra
vegetarian dish,patra
sesame seeds spicy,patra
arbi ke patte snack,patra
maharashtra teekha,pav bhaji
maharashtra spicy,pav bhaji
pav bhaji main course,pav bhaji
pav bhaji,pav bhaji
gobi main course,pav bhaji
spicy main course,pav bhaji
shakahari main course,pav bhaji
shakahari dish,pav bhaji
vegetarian main course,pav bhaji
teekha main course,pav bhaji
maharashtra dish,pav bhaji
pav bhaji masala main course,pav bhaji
pav bhaji masala spicy,pav bhaji
pav bhaji masala teekha,pav bhaji
gobi teekha,pav bhaji
gobi spicy,pav bhaji
vegetarian dish,pav bhaji
maharashtra teekha,puri bhaji
aloo spicy,puri bhaji
aloo teekha,puri bhaji
maharashtra spicy,puri bhaji
urad dal spicy,puri bhaji
aloo main course,puri bhaji
puri bhaji main course,puri bhaji
spicy main course,puri bhaji
urad dal main course,puri bhaji
shakahari main course,puri bhaji
shakahari dish,puri bhaji
urad dal teekha,puri bhaji
vegetarian main course,puri bhaji
teekha main course,puri bhaji
maharashtra dish,puri bhaji
puri bhaji,puri bhaji
vegetarian dish,puri bhaji
maharashtra teekha,sabudana khichadi
maharashtra spicy,sabudana khichadi
sabudana khichadi,sabudana khichadi
sabudana snack,sabudana khichadi
raw peanuts teekha,sabudana khichadi
teekha snack,sabudana khichadi
shakahari dish,sabudana khichadi
maharashtra dish,sabudana khichadi
sabudana khichadi snack,sabudana khichadi
sabudana spicy,sabudana khichadi
vegetarian snack,sabudana khichadi
raw peanuts spicy,sabudana khichadi
raw peanuts snack,sabudana khichadi
shakahari snack,sabudana khichadi
sabudana teekha,sabudana khichadi
vegetarian dish,sabudana khichadi
spicy snack,sabudana khichadi
khaman main course,sev khamani
sev khamani main course,sev khamani
gujarat dish,sev khamani
spicy main course,sev khamani
sev khamani,sev khamani
shakahari main course,sev khamani
shakahari dish,sev khamani
pomegranate spicy,sev khamani
vegetarian main course,sev khamani
teekha main course,sev khamani
pomegranate teekha,sev khamani
gujarat teekha,sev khamani
khaman spicy,sev khamani
pomegranate main course,sev khamani
gujarat spicy,sev khamani
vegetarian dish,sev khamani
khaman teekha,sev khamani
sev main course,sev tameta
ginger teekha,sev tameta
sev tameta main course,sev tameta
ginger main course,sev tameta
sev tameta,sev tameta
gujarat dish,sev tameta
spicy main course,sev tameta
shakahari main course,sev tameta
shakahari dish,sev tameta
ginger spicy,sev tameta
vegetarian main course,sev tameta
teekha main course,sev tameta
gujarat teekha,sev tameta
sev teekha,sev tameta
gujarat spicy,sev tameta
vegetarian dish,sev tameta
sev spicy,sev tameta
baking soda snack,namakpara
wheat flour spicy,namakpara
gujarat dish,namakpara
baking soda spicy,namakpara
teekha snack,namakpara
shakahari dish,namakpara
wheat flour teekha,namakpara
namakpara snack,namakpara
gujarat teekha,namakpara
namakpara,namakpara
vegetarian snack,namakpara
wheat flour snack,namakpara
shakahari snack,namakpara
gujarat spicy,namakpara
baking soda teekha,namakpara
vegetarian dish,namakpara
spicy snack,namakpara
gur meetha,sukhdi
shakahari meetha,sukhdi
maharashtra meetha,sukhdi
sweet dessert,sukhdi
whole wheat flour sweet,sukhdi
gur sweet,sukhdi
shakahari dish,sukhdi
gur dessert,sukhdi
maharashtra dish,sukhdi
sukhdi,sukhdi
maharashtra sweet,sukhdi
vegetarian dessert,sukhdi
whole wheat flour meetha,sukhdi
sukhdi meetha,sukhdi
whole wheat flour dessert,sukhdi
meetha meetha,sukhdi
vegetarian dish,sukhdi
sukhdi dessert,sukhdi
rice flakes snack,surnoli
maharashtra teekha,surnoli
maharashtra spicy,surnoli
rice flakes teekha,surnoli
surnoli,surnoli
yogurt teekha,surnoli
rice flakes spicy,surnoli
shakahari dish,surnoli
maharashtra dish,surnoli
surnoli snack,surnoli
yogurt spicy,surnoli
vegetarian snack,surnoli
yogurt snack,surnoli
shakahari snack,surnoli
teekha snack,surnoli
vegetarian dish,surnoli
spicy snack,surnoli
maharashtra teekha,thalipeeth
whole wheat flour main course,thalipeeth
maharashtra spicy,thalipeeth
thalipeeth,thalipeeth
rice flour main course,thalipeeth
rice flour spicy,thalipeeth
rice flour teekha,thalipeeth
spicy main course,thalipeeth
shakahari main course,thalipeeth
shakahari dish,thalipeeth
vegetarian main course,thalipeeth
teekha main course,thalipeeth
maharashtra dish,thalipeeth
whole wheat flour teekha,thalipeeth
whole wheat flour spicy,thalipeeth
vegetarian dish,thalipeeth
thalipeeth main course,thalipeeth
surti papdi main course,undhiyu
undhiyu,undhiyu
surti papdi teekha,undhiyu
surti papdi spicy,undhiyu
sweet potato spicy,undhiyu
gujarat dish,undhiyu
spicy main course,undhiyu
shakahari main course,undhiyu
meetha potato main course,undhiyu
shakahari dish,undhiyu
sweet potato main course,undhiyu
vegetarian main course,undhiyu
gujarat teekha,undhiyu
meetha potato teekha,undhiyu
teekha main course,undhiyu
undhiyu main course,undhiyu
gujarat spicy,undhiyu
vegetarian dish,undhiyu
maharashtra teekha,veg kolhapuri
maharashtra spicy,veg kolhapuri
potato spicy,veg kolhapuri
gobi main course,veg kolhapuri
spicy main course,veg kolhapuri
shakahari main course,veg kolhapuri
shakahari dish,veg kolhapuri
vegetarian main course,veg kolhapuri
teekha main course,veg kolhapuri
maharashtra dish,veg kolhapuri
potato main course,veg kolhapuri
potato teekha,veg kolhapuri
gobi teekha,veg kolhapuri
veg kolhapuri,veg kolhapuri
gobi spicy,veg kolhapuri
vegetarian dish,veg kolhapuri
veg kolhapuri main course,veg kolhapuri
goa teekha,vindaloo
non shakahari main course,vindaloo
goa spicy,vindaloo
vindaloo,vindaloo
spicy main course,vindaloo
chicken spicy,vindaloo
coconut oil main course,vindaloo
chicken main course,vindaloo
teekha main course,vindaloo
chicken teekha,vindaloo
non shakahari dish,vindaloo
non vegetarian main course,vindaloo
vindaloo main course,vindaloo
coconut oil spicy,vindaloo
coconut oil teekha,vindaloo
non vegetarian dish,vindaloo
goa dish,vindaloo
fresh green peas snack,lilva kachori
lilva kachori snack,lilva kachori
green garlic chutney teekha,lilva kachori
gujarat dish,lilva kachori
lilva kachori,lilva kachori
fresh green peas spicy,lilva kachori
green garlic chutney snack,lilva kachori
fresh green peas teekha,lilva kachori
shakahari dish,lilva kachori
teekha snack,lilva kachori
green garlic chutney spicy,lilva kachori
gujarat teekha,lilva kachori
vegetarian snack,lilva kachori
shakahari snack,lilva kachori
gujarat spicy,lilva kachori
vegetarian dish,lilva kachori
spicy snack,lilva kachori
jaggery snack,mag dhokli
jaggery spicy,mag dhokli
gujarat dish,mag dhokli
moong beans snack,mag dhokli
mag dhokli snack,mag dhokli
moong beans spicy,mag dhokli
teekha snack,mag dhokli
shakahari dish,mag dhokli
moong beans teekha,mag dhokli
gujarat teekha,mag dhokli
mag dhokli,mag dhokli
vegetarian snack,mag dhokli
jaggery teekha,mag dhokli
shakahari snack,mag dhokli
gujarat spicy,mag dhokli
vegetarian dish,mag dhokli
spicy snack,mag dhokli
sesame seeds snack,khichu
spicy snack,khichu
rice flour spicy,khichu
rice flour teekha,khichu
gujarat dish,khichu
teekha snack,khichu
shakahari dish,khichu
khichu,khichu
gujarat teekha,khichu
rice flour snack,khichu
sesame seeds teekha,khichu
vegetarian snack,khichu
shakahari snack,khichu
gujarat spicy,khichu
khichu snack,khichu
vegetarian dish,khichu
sesame seeds spicy,khichu
methi leaves snack,thepla
methi leaves spicy,thepla
gujarat dish,thepla
teekha snack,thepla
thepla snack,thepla
shakahari dish,thepla
chickpea flour snack,thepla
chickpea flour teekha,thepla
gujarat teekha,thepla
methi leaves teekha,thepla
thepla,thepla
vegetarian snack,thepla
shakahari snack,thepla
gujarat spicy,thepla
vegetarian dish,thepla
spicy snack,thepla
chickpea flour spicy,thepla
semolina snack,farsi puri
gujarat unknown,farsi puri
gujarat dish,farsi puri
farsi puri snack,farsi puri
shakahari dish,farsi puri
unknown snack,farsi puri
semolina unknown,farsi puri
vegetarian snack,farsi puri
shakahari snack,farsi puri
clarified butter snack,farsi puri
vegetarian dish,farsi puri
farsi puri,farsi puri
clarified butter unknown,farsi puri
yogurt teekha,khaman
gujarat dish,khaman
teekha snack,khaman
khaman snack,khaman
shakahari dish,khaman
gujarat teekha,khaman
yogurt spicy,khaman
fresh coconut teekha,khaman
khaman,khaman
vegetarian snack,khaman
yogurt snack,khaman
shakahari snack,khaman
gujarat spicy,khaman
fresh coconut snack,khaman
vegetarian dish,khaman
spicy snack,khaman
fresh coconut spicy,khaman
turiya patra vatana sabji,turiya patra vatana sabji
gujarat dish,turiya patra vatana sabji
spicy main course,turiya patra vatana sabji
turiya patra,turiya patra vatana sabji
baking soda spicy,turiya patra vatana sabji
ridge gourd spicy,turiya patra vatana sabji
shakahari main course,turiya patra vatana sabji
vegetarian main course,turiya patra vatana sabji
teekha main course,turiya patra vatana sabji
gujarat teekha,turiya patra vatana sabji
ridge gourd teekha,turiya patra vatana sabji
shakahari dish,turiya patra vatana sabji
turiya patra vatana sabji main course,turiya patra vatana sabji
baking soda main course,turiya patra vatana sabji
ridge gourd main course,turiya patra vatana sabji
gujarat spicy,turiya patra vatana sabji
baking soda teekha,turiya patra vatana sabji
vegetarian dish,turiya patra vatana sabji
shakahari meetha,churma ladoo
khus khus sweet,churma ladoo
khus khus meetha,churma ladoo
rajasthan meetha,churma ladoo
churma ladoo meetha,churma ladoo
sweet dessert,churma ladoo
whole wheat flour sweet,churma ladoo
rajasthan sweet,churma ladoo
shakahari dish,churma ladoo
churma ladoo dessert,churma ladoo
churma ladoo,churma ladoo
vegetarian dessert,churma ladoo
whole wheat flour meetha,churma ladoo
whole wheat flour dessert,churma ladoo
meetha meetha,churma ladoo
vegetarian dish,churma ladoo
khus khus dessert,churma ladoo
rajasthan dish,churma ladoo
rice sweet,cheera doi
mango dessert,cheera doi
shakahari meetha,cheera doi
cheera doi,cheera doi
west bengal meetha,cheera doi
west bengal sweet,cheera doi
mango sweet,cheera doi
cheera doi meetha,cheera doi
west bengal dish,cheera doi
cheera doi dessert,cheera doi
sweet dessert,cheera doi
rice meetha,cheera doi
mango meetha,cheera doi
shakahari dish,cheera doi
vegetarian dessert,cheera doi
rice dessert,cheera doi
meetha meetha,cheera doi
vegetarian dish,cheera doi
rice flour sweet,gheela pitha
shakahari meetha,gheela pitha
assam sweet,gheela pitha
assam meetha,gheela pitha
rice flour dessert,gheela pitha
gheela pitha,gheela pitha
sticky rice dessert,gheela pitha
gheela pitha meetha,gheela pitha
sticky rice sweet,gheela pitha
sweet dessert,gheela pitha
shakahari dish,gheela pitha
rice flour meetha,gheela pitha
gheela pitha dessert,gheela pitha
vegetarian dessert,gheela pitha
assam dish,gheela pitha
sticky rice meetha,gheela pitha
meetha meetha,gheela pitha
vegetarian dish,gheela pitha
panch phoran masala main course,khar
unknown main course,khar
khar,khar
shakahari main course,khar
raw papaya main course,khar
shakahari dish,khar
vegetarian main course,khar
panch phoran masala unknown,khar
khar main course,khar
assam dish,khar
raw papaya unknown,khar
vegetarian dish,khar
assam unknown,khar
non shakahari main course,kumol sawul
assam spicy,kumol sawul
eggs main course,kumol sawul
assam teekha,kumol sawul
kumol sawul main course,kumol sawul
spicy main course,kumol sawul
kumol sawul,kumol sawul
rice main course,kumol sawul
eggs spicy,kumol sawul
teekha main course,kumol sawul
non vegetarian main course,kumol sawul
eggs teekha,kumol sawul
rice teekha,kumol sawul
rice spicy,kumol sawul
assam dish,kumol sawul
non shakahari dish,kumol sawul
non vegetarian dish,kumol sawul
luchi,luchi
unknown main course,luchi
maida unknown,luchi
west bengal dish,luchi
shakahari main course,luchi
shakahari dish,luchi
vegetarian main course,luchi
maida main course,luchi
luchi main course,luchi
west bengal unknown,luchi
vegetable oil unknown,luchi
vegetarian dish,luchi
vegetable oil main course,luchi
potatoes spicy,alu pitika
potatoes main course,alu pitika
non shakahari main course,alu pitika
assam spicy,alu pitika
assam teekha,alu pitika
alu pitika,alu pitika
alu pitika main course,alu pitika
spicy main course,alu pitika
teekha main course,alu pitika
non vegetarian main course,alu pitika
mustard oil teekha,alu pitika
mustard oil spicy,alu pitika
assam dish,alu pitika
non shakahari dish,alu pitika
potatoes teekha,alu pitika
mustard oil main course,alu pitika
non vegetarian dish,alu pitika
fish main course,masor tenga
non shakahari main course,masor tenga
assam spicy,masor tenga
masor tenga,masor tenga
assam teekha,masor tenga
spicy main course,masor tenga
ridge gourd spicy,masor tenga
teekha main course,masor tenga
fish spicy,masor tenga
non shakahari dish,masor tenga
non vegetarian main course,masor tenga
ridge gourd teekha,masor tenga
fish teekha,masor tenga
ridge gourd main course,masor tenga
assam dish,masor tenga
masor tenga main course,masor tenga
non vegetarian dish,masor tenga
unknown main course,bengena pitika
brinjal main course,bengena pitika
shakahari main course,bengena pitika
shakahari dish,bengena pitika
vegetarian main course,bengena pitika
onions unknown,bengena pitika
bengena pitika,bengena pitika
bengena pitika main course,bengena pitika
assam dish,bengena pitika
onions main course,bengena pitika
vegetarian dish,bengena pitika
brinjal unknown,bengena pitika
assam unknown,bengena pitika
potatoes main course,bilahi maas
bilahi maas main course,bilahi maas
non shakahari main course,bilahi maas
unknown main course,bilahi maas
garam masala unknown,bilahi maas
garam masala main course,bilahi maas
potatoes unknown,bilahi maas
non vegetarian main course,bilahi maas
non shakahari dish,bilahi maas
assam dish,bilahi maas
bilahi maas,bilahi maas
non vegetarian dish,bilahi maas
assam unknown,bilahi maas
non shakahari main course,black rice
unknown main course,black rice
forbidden black rice unknown,black rice
chicken unknown,black rice
chicken main course,black rice
black rice main course,black rice
non vegetarian main course,black rice
manipur unknown,black rice
manipur dish,black rice
non shakahari dish,black rice
forbidden black rice main course,black rice
non vegetarian dish,black rice
black rice,black rice
biryani masala main course,bora sawul
assam spicy,bora sawul
bora sawul main course,bora sawul
assam teekha,bora sawul
mixed vegetables teekha,bora sawul
spicy main course,bora sawul
shakahari main course,bora sawul
mixed vegetables spicy,bora sawul
shakahari dish,bora sawul
vegetarian main course,bora sawul
teekha main course,bora sawul
biryani masala teekha,bora sawul
bora sawul,bora sawul
biryani masala spicy,bora sawul
assam dish,bora sawul
vegetarian dish,bora sawul
mixed vegetables main course,bora sawul
soy sauce main course,brown rice
unknown main course,brown rice
brown rice,brown rice
soy sauce unknown,brown rice
shakahari main course,brown rice
shakahari dish,brown rice
vegetarian main course,brown rice
unknown unknown,brown rice
brown rice main course,brown rice
unknown dish,brown rice
vegetarian dish,brown rice
brown rice unknown,brown rice
coconut milk spicy,chingri malai curry
lobster teekha,chingri malai curry
non shakahari main course,chingri malai curry
lobster main course,chingri malai curry
spicy main course,chingri malai curry
west bengal dish,chingri malai curry
coconut milk main course,chingri malai curry
chingri malai curry main course,chingri malai curry
teekha main course,chingri malai curry
coconut milk teekha,chingri malai curry
chingri malai,chingri malai curry
non vegetarian main course,chingri malai curry
west bengal teekha,chingri malai curry
west bengal spicy,chingri malai curry
non shakahari dish,chingri malai curry
chingri malai curry,chingri malai curry
non vegetarian dish,chingri malai curry
lobster spicy,chingri malai curry
shakahari meetha,goja
west bengal meetha,goja
west bengal sweet,goja
clarified butter dessert,goja
west bengal dish,goja
clarified butter sweet,goja
goja dessert,goja
sweet dessert,goja
clarified butter meetha,goja
goja meetha,goja
baking soda meetha,goja
baking soda sweet,goja
shakahari dish,goja
vegetarian dessert,goja
baking soda dessert,goja
meetha meetha,goja
vegetarian dish,goja
goja,goja
meetha meetha,hando guri
shakahari meetha,hando guri
assam sweet,hando guri
hando guri,hando guri
jaggery sweet,hando guri
raisins sweet,hando guri
raisins dessert,hando guri
jaggery meetha,hando guri
assam meetha,hando guri
sweet dessert,hando guri
shakahari dish,hando guri
raisins meetha,hando guri
hando guri meetha,hando guri
vegetarian dessert,hando guri
assam dish,hando guri
hando guri dessert,hando guri
vegetarian dish,hando guri
jaggery dessert,hando guri
haq maas main course,haq maas
lamb spicy,haq maas
haq maas,haq maas
non shakahari main course,haq maas
assam spicy,haq maas
lamb main course,haq maas
assam teekha,haq maas
garam masala powder main course,haq maas
spicy main course,haq maas
garam masala powder spicy,haq maas
teekha main course,haq maas
non vegetarian main course,haq maas
assam dish,haq maas
non shakahari dish,haq maas
lamb teekha,haq maas
non vegetarian dish,haq maas
garam masala powder teekha,haq maas
prawns unknown,chingri bhape
non shakahari main course,chingri bhape
unknown main course,chingri bhape
prawns main course,chingri bhape
chingri bhape main course,chingri bhape
coconut unknown,chingri bhape
west bengal dish,chingri bhape
coconut main course,chingri bhape
non vegetarian main course,chingri bhape
west bengal unknown,chingri bhape
non shakahari dish,chingri bhape
chingri bhape,chingri bhape
non vegetarian dish,chingri bhape
besan spicy,kabiraji
besan teekha,kabiraji
non shakahari main course,kabiraji
spicy main course,kabiraji
west bengal dish,kabiraji
besan main course,kabiraji
teekha main course,kabiraji
kabiraji main course,kabiraji
non vegetarian main course,kabiraji
fish fillet main course,kabiraji
fish fillet spicy,kabiraji
west bengal spicy,kabiraji
west bengal teekha,kabiraji
fish fillet teekha,kabiraji
non shakahari dish,kabiraji
kabiraji,kabiraji
non vegetarian dish,kabiraji
fermented bamboo shoot main course,khorisa
assam spicy,khorisa
fermented bamboo shoot spicy,khorisa
potato spicy,khorisa
assam teekha,khorisa
fermented bamboo shoot teekha,khorisa
spicy main course,khorisa
shakahari main course,khorisa
shakahari dish,khorisa
vegetarian main course,khorisa
teekha main course,khorisa
khorisa,khorisa
potato main course,khorisa
potato teekha,khorisa
assam dish,khorisa
vegetarian dish,khorisa
khorisa main course,khorisa
banana flower teekha,koldil chicken
non shakahari main course,koldil chicken
assam spicy,koldil chicken
assam teekha,koldil chicken
spicy main course,koldil chicken
chicken spicy,koldil chicken
chicken main course,koldil chicken
teekha main course,koldil chicken
koldil chicken,koldil chicken
chicken teekha,koldil chicken
non vegetarian main course,koldil chicken
banana flower spicy,koldil chicken
koldil chicken main course,koldil chicken
assam dish,koldil chicken
non shakahari dish,koldil chicken
banana flower main course,koldil chicken
non vegetarian dish,koldil chicken
aloo spicy,konir dom
aloo teekha,konir dom
non shakahari main course,konir dom
assam spicy,konir dom
assam teekha,konir dom
aloo main course,konir dom
konir dom main course,konir dom
spicy main course,konir dom
teekha main course,konir dom
non vegetarian main course,konir dom
tomatoes teekha,konir dom
tomatoes main course,konir dom
tomatoes spicy,konir dom
konir dom,konir dom
assam dish,konir dom
non shakahari dish,konir dom
non vegetarian dish,konir dom
non shakahari main course,koldil duck
assam spicy,koldil duck
rice flour main course,koldil duck
rice flour spicy,koldil duck
mutton main course,koldil duck
assam teekha,koldil duck
rice flour teekha,koldil duck
spicy main course,koldil duck
mutton spicy,koldil duck
mutton teekha,koldil duck
teekha main course,koldil duck
non vegetarian main course,koldil duck
koldil duck main course,koldil duck
assam dish,koldil duck
non shakahari dish,koldil duck
koldil duck,koldil duck
non vegetarian dish,koldil duck
fish roe main course,masor koni
assam spicy,masor koni
masor koni main course,masor koni
assam teekha,masor koni
pumpkin flowers teekha,masor koni
masor koni,masor koni
non shakahari main course,masor koni
spicy main course,masor koni
pumpkin flowers main course,masor koni
fish roe teekha,masor koni
teekha main course,masor koni
pumpkin flowers spicy,masor koni
fish roe spicy,masor koni
non vegetarian main course,masor koni
assam dish,masor koni
non shakahari dish,masor koni
non vegetarian dish,masor koni
chana dal main course,mishti chholar dal
west bengal meetha,mishti chholar dal
west bengal sweet,mishti chholar dal
fresh coconut main course,mishti chholar dal
fresh coconut sweet,mishti chholar dal
west bengal dish,mishti chholar dal
fresh coconut meetha,mishti chholar dal
meetha main course,mishti chholar dal
vegetarian main course,mishti chholar dal
shakahari main course,mishti chholar dal
shakahari dish,mishti chholar dal
chana dal meetha,mishti chholar dal
sweet main course,mishti chholar dal
mishti chholar dal main course,mishti chholar dal
mishti chholar,mishti chholar dal
vegetarian dish,mishti chholar dal
chana dal sweet,mishti chholar dal
mishti chholar dal,mishti chholar dal
curd main course,pakhala
odisha unknown,pakhala
cooked rice unknown,pakhala
unknown main course,pakhala
cooked rice main course,pakhala
shakahari main course,pakhala
pakhala,pakhala
shakahari dish,pakhala
vegetarian main course,pakhala
pakhala main course,pakhala
curd unknown,pakhala
odisha dish,pakhala
vegetarian dish,pakhala
white sesame seeds main course,pani pitha
white sesame seeds unknown,pani pitha
unknown main course,pani pitha
pani pitha main course,pani pitha
shakahari main course,pani pitha
shakahari dish,pani pitha
tea leaves main course,pani pitha
pani pitha,pani pitha
vegetarian main course,pani pitha
assam dish,pani pitha
tea leaves unknown,pani pitha
vegetarian dish,pani pitha
assam unknown,pani pitha
rose water sweet,payokh
meetha meetha,payokh
